,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202501010102,5,5,5,レイアポポ,牝3,55.0,丹内祐次,0:1:00.0,2.1/2,13.2,5.0,462,[東] 青木孝文,1000,曇,ダート,良,2025年07月26日,未勝利,2022102103,01091
202501010102,6,5,6,サラサエンペラー,牡3,57.0,黛弘人,0:1:00.1,クビ,208.3,11.0,468,[東] 村田一誠,1000,曇,ダート,良,2025年07月26日,未勝利,2022102967,01109
202501010102,7,4,4,キャットデイ,牝3,55.0,川又賢治,0:1:00.2,3/4,47.5,10.0,424,[西] 吉村圭司,1000,曇,ダート,良,2025年07月26日,未勝利,2022110124,01166
202501010102,8,7,10,タイセイルーマー,牝3,55.0,鮫島克駿,0:1:00.3,1/2,43.8,8.0,466,[東] 斎藤誠,1000,曇,ダート,良,2025年07月26日,未勝利,2022105228,01157
202501010102,9,1,1,ユウグレ,牝3,52.0,舟山瑠泉,0:1:00.7,2.1/2,35.9,7.0,440,[東] 宮田敬介,1000,曇,ダート,良,2025年07月26日,未勝利,2022110019,01221
202501010102,10,6,7,コッコラーレ,牝3,52.0,小林美駒,0:1:00.8,クビ,4.0,2.0,484,[西] 鈴木孝志,1000,曇,ダート,良,2025年07月26日,未勝利,2022107411,01206
202501010102,11,8,11,グランヴァルール,牝3,52.0,柴田裕一,0:1:00.9,1/2,297.0,12.0,462,[東] 千葉直人,1000,曇,ダート,良,2025年07月26日,未勝利,2022104131,01212
202501010102,12,3,3,グロリオン,牡3,54.0,森田誠也,0:1:00.9,クビ,46.9,9.0,478,[西] 牧田和弥,1000,曇,ダート,良,2025年07月26日,未勝利,2022100595,01222
202501010103,1,7,12,ディアウス,牡3,57.0,北村友一,0:1:45.6,nan,2.0,1.0,452,[西] 吉岡辰弥,1700,曇,ダート,良,2025年07月26日,未勝利,2022102905,01102
202501010103,2,8,13,ジョードリウム,牡3,57.0,丹内祐次,0:1:45.9,1.3/4,10.4,4.0,506,[西] 清水久詞,1700,曇,ダート,良,2025年07月26日,未勝利,2022100997,01091
202501010103,3,4,5,オオタチ,牡3,57.0,横山武史,0:1:46.3,2,3.9,2.0,450,[東] 久保田貴,1700,曇,ダート,良,2025年07月26日,未勝利,2022101234,01170
202501010103,4,3,4,ネトル,牝3,55.0,斎藤新,0:1:46.7,2.1/2,36.7,9.0,396,[西] 高橋康之,1700,曇,ダート,良,2025年07月26日,未勝利,2022106614,01178
202501010103,5,8,14,オロパタジン,牡3,54.0,小林美駒,0:1:47.2,3,19.8,7.0,466,[東] 相沢郁,1700,曇,ダート,良,2025年07月26日,未勝利,2022102567,01206
202501010103,6,6,9,キンセンオー,牡3,54.0,和田陽希,0:1:47.4,1.1/4,20.9,8.0,486,[西] 中尾秀正,1700,曇,ダート,良,2025年07月26日,未勝利,2022101769,01223
202501010103,7,7,11,ファジーロップ,牝3,55.0,佐々木大,0:1:47.4,クビ,7.1,3.0,450,[西] 吉岡辰弥,1700,曇,ダート,良,2025年07月26日,未勝利,2022105547,01197
202501010103,8,2,2,ジーティートゥルー,牡3,57.0,黛弘人,0:1:47.5,クビ,18.6,6.0,444,[東] 田島俊明,1700,曇,ダート,良,2025年07月26日,未勝利,2022105487,01109
202501010103,9,4,6,サヨノミッキー,牡3,54.0,柴田裕一,0:1:47.8,2,259.7,14.0,462,[西] 羽月友彦,1700,曇,ダート,良,2025年07月26日,未勝利,2022107059,01212
202501010103,10,6,10,タイセイバンクール,牡3,57.0,鮫島克駿,0:1:47.8,クビ,16.3,5.0,456,[西] 西村真幸,1700,曇,ダート,良,2025年07月26日,未勝利,2022104404,01157
202501010103,11,3,3,ベイビーベリッシモ,牡3,57.0,古川吉洋,0:1:48.5,4,167.8,12.0,498,[東] 大和田成,1700,曇,ダート,良,2025年07月26日,未勝利,2022102728,01015
202501010103,12,5,7,カズナリ,牡3,54.0,鷲頭虎太,0:1:48.7,1.1/4,92.1,10.0,490,[東] 中舘英二,1700,曇,ダート,良,2025年07月26日,未勝利,2022104381,01202
202501010103,13,1,1,ニッシンゲッポ,牝3,55.0,原田和真,0:1:48.8,クビ,167.5,11.0,428,[東] 金成貴史,1700,曇,ダート,良,2025年07月26日,未勝利,2022102356,01143
202501010103,14,5,8,カシマスウィープ,牝3,55.0,松岡正海,0:1:49.1,2,218.4,13.0,480,[東] 伊藤伸一,1700,曇,ダート,良,2025年07月26日,未勝利,2022101090,01085
202501010104,1,5,8,シンヒダカゴールド,牝3,55.0,古川吉洋,0:1:27.5,nan,4.0,2.0,476,[西] 角田晃一,1500,曇,芝,良,2025年07月26日,未勝利,2022104198,01015
202501010104,2,8,14,ワタシマツワ,牝3,52.0,小林美駒,0:1:27.5,アタマ,10.2,5.0,422,[東] 竹内正洋,1500,曇,芝,良,2025年07月26日,未勝利,2022101412,01206
202501010104,3,3,4,エピファランド,牝3,55.0,浜中俊,0:1:27.8,1.3/4,4.5,3.0,496,[西] 武幸四郎,1500,曇,芝,良,2025年07月26日,未勝利,2022105126,01115
202501010104,4,7,11,ベルジャッド,牝3,52.0,柴田裕一,0:1:28.0,1.1/2,79.3,12.0,416,[西] 高柳大輔,1500,曇,芝,良,2025年07月26日,未勝利,2022101487,01212
202501010104,5,6,9,リリーオブザハート,牝3,55.0,鮫島克駿,0:1:28.2,1.1/4,3.8,1.0,418,[西] 辻野泰之,1500,曇,芝,良,2025年07月26日,未勝利,2022105561,01157
202501010104,6,8,13,オフザチェイン,牝3,55.0,吉田隼人,0:1:28.6,2.1/2,14.6,6.0,454,[西] 友道康夫,1500,曇,芝,良,2025年07月26日,未勝利,2022100662,01095
202501010104,7,1,1,ゴールドハーディス,牝3,55.0,荻野琢真,0:1:28.8,1.1/4,38.8,9.0,440,[西] 大久保龍,1500,曇,芝,良,2025年07月26日,未勝利,2022106845,01112
202501010104,8,5,7,エミネントキャリア,牝3,55.0,丹内祐次,0:1:28.8,クビ,26.4,8.0,452,[東] 稲垣幸雄,1500,曇,芝,良,2025年07月26日,未勝利,2022105327,01091
202501010104,9,6,10,ディアマント,牝3,52.0,鷲頭虎太,0:1:29.2,2,178.3,14.0,436,[西] 西村真幸,1500,曇,芝,良,2025年07月26日,未勝利,2022103631,01202
202501010104,10,7,12,レフレクシオ,牝3,52.0,森田誠也,0:1:29.4,1,61.9,11.0,456,[西] 佐藤悠太,1500,曇,芝,良,2025年07月26日,未勝利,2022104641,01222
202501010104,11,3,3,バダジェフスカ,牝3,54.0,松本大輝,0:1:29.4,ハナ,18.6,7.0,472,[西] 新谷功一,1500,曇,芝,良,2025年07月26日,未勝利,2022106590,01191
202501010104,12,4,5,ブリスディーシャ,牝3,55.0,斎藤新,0:1:29.5,3/4,110.7,13.0,444,[西] 小崎憲,1500,曇,芝,良,2025年07月26日,未勝利,2022107313,01178
202501010104,13,4,6,テーオーカバリエ,牝3,55.0,佐々木大,0:1:30.2,4,42.3,10.0,424,[西] 須貝尚介,1500,曇,芝,良,2025年07月26日,未勝利,2022105264,01197
202501010104,14,2,2,マザーズウィル,牝3,55.0,北村友一,0:1:30.2,クビ,5.9,4.0,426,[東] 国枝栄,1500,曇,芝,良,2025年07月26日,未勝利,2022104170,01102
202501010105,1,8,13,テイエムキハク,牡2,55.0,丹内祐次,0:1:46.4,nan,23.7,8.0,466,[東] 伊藤圭三,1700,曇,ダート,良,2025年07月26日,新馬,2023102583,01091
202501010105,2,5,6,ニャンタロウ,牡2,52.0,舟山瑠泉,0:1:46.7,1.1/2,50.9,11.0,466,[東] 武市康男,1700,曇,ダート,良,2025年07月26日,新馬,2023104151,01221
202501010105,3,4,5,ミヤエスケープ,牝2,55.0,横山武史,0:1:47.1,2.1/2,3.5,2.0,490,[東] 伊藤圭三,1700,曇,ダート,良,2025年07月26日,新馬,2023102592,01170
202501010105,4,6,8,ロードアマルフィ,牡2,55.0,鮫島克駿,0:1:47.3,1.1/4,5.2,3.0,504,[西] 中村直也,1700,曇,ダート,良,2025年07月26日,新馬,2023105786,01157
202501010105,5,7,10,チャーリー,牡2,55.0,北村友一,0:1:47.9,3.1/2,12.4,4.0,508,[東] 国枝栄,1700,曇,ダート,良,2025年07月26日,新馬,2023105351,01102
202501010105,6,1,1,メイショウコシュウ,牡2,55.0,武豊,0:1:48.5,3.1/2,2.6,1.0,488,[西] 松永幹夫,1700,曇,ダート,良,2025年07月26日,新馬,2023105032,00666
202501010105,7,3,3,ウォータースパウト,牝2,55.0,佐々木大,0:1:49.2,4,50.8,10.0,480,[東] 小笠倫弘,1700,曇,ダート,良,2025年07月26日,新馬,2023105555,01197
202501010105,8,2,2,チカマヨルキーナ,牝2,55.0,藤岡佑介,0:1:49.3,1/2,43.6,9.0,460,[西] 藤岡健一,1700,曇,ダート,良,2025年07月26日,新馬,2023105220,01093
202501010105,9,4,4,エクストラプッシュ,牡2,55.0,吉田隼人,0:1:49.6,2,17.6,7.0,520,[西] 奥村豊,1700,曇,ダート,良,2025年07月26日,新馬,2023105329,01095
202501010105,10,8,12,ニミッツハイウェイ,牡2,52.0,和田陽希,0:1:49.6,ハナ,59.8,12.0,452,[西] 梅田智之,1700,曇,ダート,良,2025年07月26日,新馬,2023103477,01223
202501010105,11,5,7,ハグレジョー,牡2,55.0,池添謙一,0:1:49.8,3/4,12.8,5.0,486,[西] 岡田稲男,1700,曇,ダート,良,2025年07月26日,新馬,2023104275,01032
202501010105,12,7,11,フォールティア,牡2,55.0,原田和真,0:1:52.2,大,367.7,13.0,498,[東] 小野次郎,1700,曇,ダート,良,2025年07月26日,新馬,2023100707,01143
202501010105,13,6,9,シホノソルジェンテ,牡2,55.0,浜中俊,0:1:52.9,4,14.7,6.0,492,[西] 畑端省吾,1700,曇,ダート,良,2025年07月26日,新馬,2023106950,01115
202501010106,1,7,11,デルマケセラセラ,牝3,55.0,横山典弘,0:1:47.6,nan,6.0,4.0,426,[東] 小野次郎,1800,曇,芝,良,2025年07月26日,未勝利,2022105477,00660
202501010106,2,6,9,ウインキララ,牝3,55.0,佐々木大,0:1:47.7,1/2,6.4,5.0,446,[東] 鹿戸雄一,1800,曇,芝,良,2025年07月26日,未勝利,2022106213,01197
202501010106,3,4,5,ドゥラエテルノ,牡3,57.0,浜中俊,0:1:47.7,アタマ,3.7,1.0,470,[西] 武幸四郎,1800,曇,芝,良,2025年07月26日,未勝利,2022102722,01115
202501010106,4,2,2,ラウニウ,牝3,55.0,横山武史,0:1:47.9,1.1/4,4.2,2.0,476,[西] 牧田和弥,1800,曇,芝,良,2025年07月26日,未勝利,2022104399,01170
202501010106,5,3,4,ラースアルアイン,牡3,57.0,黛弘人,0:1:48.0,3/4,16.1,6.0,538,[東] 中川公成,1800,曇,芝,良,2025年07月26日,未勝利,2022100263,01109
202501010106,6,6,10,テンフレッシュ,牝3,55.0,斎藤新,0:1:48.2,1.1/4,17.7,7.0,468,[東] 田村康仁,1800,曇,芝,良,2025年07月26日,未勝利,2022105531,01178
202501010106,7,4,6,ゴールドサニーデイ,牝3,52.0,小林美駒,0:1:48.4,1.1/4,46.2,9.0,416,[西] 渡辺薫彦,1800,曇,芝,良,2025年07月26日,未勝利,2022105330,01206
202501010106,8,1,1,タイキクロニクル,牡3,54.0,和田陽希,0:1:48.8,2,42.6,8.0,476,[西] 高野友和,1800,曇,芝,良,2025年07月26日,未勝利,2022103147,01223
202501010106,9,3,3,コスモマガラニカ,牡3,57.0,丹内祐次,0:1:48.8,ハナ,4.4,3.0,438,[東] 加藤士津,1800,曇,芝,良,2025年07月26日,未勝利,2022106781,01091
202501010106,10,7,12,フィエールガール,牝3,52.0,森田誠也,0:1:48.9,1/2,70.2,11.0,458,[東] 土田稔,1800,曇,芝,良,2025年07月26日,未勝利,2022100715,01222
202501010106,11,8,14,オースミストロング,牡3,57.0,古川吉洋,0:1:48.9,クビ,163.1,12.0,488,[西] 高橋亮,1800,曇,芝,良,2025年07月26日,未勝利,2022105366,01015
202501010106,12,5,7,セブンスプリングス,セ3,54.0,鷲頭虎太,0:1:49.0,1/2,171.2,13.0,466,[西] 中村直也,1800,曇,芝,良,2025年07月26日,未勝利,2022104785,01202
202501010106,13,5,8,レディオンステージ,牝3,55.0,荻野琢真,0:1:49.9,5,47.1,10.0,496,[西] 西園正都,1800,曇,芝,良,2025年07月26日,未勝利,2022105581,01112
202501010106,除,8,13,チリーゴールド,牝3,52.0,柴田裕一,nan,nan,---,nan,434,[東] 深山雅史,1800,曇,芝,良,2025年07月26日,未勝利,2022104905,01212
202501010107,1,1,1,ラセーヌシュメール,牝4,56.0,佐々木大,0:1:08.7,nan,2.8,1.0,446,[東] 杉浦宏昭,1200,曇,芝,良,2025年07月26日,1勝クラス,2021105260,01197
202501010107,2,5,5,ハイファイスピード,牝3,53.0,横山武史,0:1:08.9,1.1/4,3.4,2.0,452,[西] 宮本博,1200,曇,芝,良,2025年07月26日,1勝クラス,2022104920,01170
202501010107,3,7,7,ジャグアール,牡4,58.0,松岡正海,0:1:09.0,1/2,8.0,4.0,452,[東] 矢野英一,1200,曇,芝,良,2025年07月26日,1勝クラス,2021102717,01085
202501010107,4,6,6,シャインズオンユー,牡4,58.0,古川吉洋,0:1:09.1,1,56.8,8.0,448,[西] 藤野健太,1200,曇,芝,良,2025年07月26日,1勝クラス,2021103535,01015
202501010107,5,8,8,イリュージョン,牝5,56.0,藤岡佑介,0:1:09.3,1.1/4,9.7,5.0,476,[東] 西田雄一,1200,曇,芝,良,2025年07月26日,1勝クラス,2020103975,01093
202501010107,6,2,2,メラヴィリオーザ,牝5,56.0,黛弘人,0:1:09.4,クビ,20.2,7.0,468,[西] 秋山真一,1200,曇,芝,良,2025年07月26日,1勝クラス,2020101920,01109
202501010107,7,3,3,カルミネイション,牝3,50.0,和田陽希,0:1:09.7,1.3/4,17.0,6.0,440,[西] 緒方努,1200,曇,芝,良,2025年07月26日,1勝クラス,2022103154,01223
202501010107,8,4,4,テンペストヒロイン,牝3,50.0,鷲頭虎太,0:1:11.2,9,3.9,3.0,472,[東] 堀内岳志,1200,曇,芝,良,2025年07月26日,1勝クラス,2022101265,01202
202501010108,1,2,2,ショウナンサムデイ,牝3,53.0,池添謙一,0:2:00.2,nan,5.9,3.0,436,[東]  奥村武,2000,曇,芝,良,2025年07月26日,1勝クラス,2022105801,01032
202501010108,2,5,5,キングスコール,牡3,55.0,藤岡佑介,0:2:00.2,ハナ,1.2,1.0,498,[西]  矢作芳人,2000,曇,芝,良,2025年07月26日,1勝クラス,2022104207,01093
202501010108,3,4,4,マイネルフーガ,牡3,55.0,横山武史,0:2:00.4,1.1/4,4.8,2.0,468,[東]  鈴木慎太,2000,曇,芝,良,2025年07月26日,1勝クラス,2022106813,01170
202501010108,4,1,1,マイバラード,牡5,58.0,斎藤新,0:2:00.8,2.1/2,25.7,5.0,472,[東]  松永康利,2000,曇,芝,良,2025年07月26日,1勝クラス,2020100621,01178
202501010108,5,3,3,デルマジュテーム,牝3,53.0,古川吉洋,0:2:01.2,2.1/2,23.6,4.0,446,[東]  的場均,2000,曇,芝,良,2025年07月26日,1勝クラス,2022101969,01015
202501010109,1,7,11,ショウナンヤッホー,牡3,55.0,池添謙一,0:1:45.5,nan,3.3,1.0,484,[東]  栗田徹,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022104605,01032
202501010109,2,4,4,ブレイジングスター,牡3,52.0,和田陽希,0:1:45.6,1/2,58.2,10.0,478,[西]  高橋康之,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022103644,01223
202501010109,3,7,10,リュミナーズ,牝3,53.0,松岡正海,0:1:46.0,2.1/2,22.9,7.0,448,[東]  堀内岳志,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022101465,01085
202501010109,4,8,12,レッドベルダンス,牡3,55.0,嶋田純次,0:1:46.2,1.1/4,4.7,3.0,480,[東]  手塚貴久,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022104897,01134
202501010109,5,8,13,ウォーターリーダー,牡5,58.0,武豊,0:1:46.2,アタマ,6.2,4.0,450,[西]  藤野健太,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2020100948,00666
202501010109,6,6,9,コスモシェルベット,牡3,55.0,横山武史,0:1:46.3,1/2,3.7,2.0,448,[東]  水野貴広,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022106785,01170
202501010109,7,5,6,クールシェルタ,牡6,58.0,黛弘人,0:1:46.4,1/2,92.4,12.0,500,[東]  高橋文雅,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2019103204,01109
202501010109,8,4,5,ユウェンタース,牝3,53.0,鮫島克駿,0:1:46.5,1,30.0,8.0,490,[西]  宮徹,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022103515,01157
202501010109,9,6,8,サトノルクソン,牡5,55.0,舟山瑠泉,0:1:46.6,クビ,15.9,6.0,470,[西]  藤原英昭,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2020103378,01221
202501010109,10,5,7,ロストボール,セ6,55.0,森田誠也,0:1:46.7,3/4,235.3,13.0,444,[東]  加藤和宏,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2019106972,01222
202501010109,11,1,1,スズノソレイユ,牡3,52.0,小林美駒,0:1:46.7,アタマ,9.5,5.0,500,[西]  平田修,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022106673,01206
202501010109,12,2,2,コムルヴァン,牝4,56.0,斎藤新,0:1:48.1,8,64.9,11.0,470,[西]  藤岡健一,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2021107168,01178
202501010109,13,3,3,オメガドライヴ,牡3,54.0,松本大輝,0:1:51.1,大,47.7,9.0,504,[西]  安田翔伍,1700,小雨,ダート,良,2025年07月26日,1勝クラス,2022105253,01191
202501010110,1,5,6,スピードリッチ,牡4,58.0,藤岡佑介,0:2:39.9,nan,4.9,3.0,480,[西] 藤岡健一,2600,小雨,芝,良,2025年07月26日,2勝クラス,2021105438,01093
202501010110,2,8,12,ウインマクシマム,牡4,58.0,松岡正海,0:2:40.2,2,3.6,1.0,500,[東] 畠山吉宏,2600,小雨,芝,良,2025年07月26日,2勝クラス,2021106211,01085
202501010110,3,3,3,デルマグレムリン,牡6,58.0,和田陽希,0:2:40.5,1.3/4,93.0,11.0,466,[西] 緒方努,2600,小雨,芝,良,2025年07月26日,2勝クラス,2019105877,01223
202501010110,4,6,9,ライフセービング,牡4,58.0,鮫島克駿,0:2:40.5,クビ,13.2,7.0,458,[西] 宮徹,2600,小雨,芝,良,2025年07月26日,2勝クラス,2021105285,01157
202501010110,5,6,8,ヴァイザーバルコ,セ5,58.0,古川吉洋,0:2:40.6,1/2,6.8,4.0,472,[東] 水野貴広,2600,小雨,芝,良,2025年07月26日,2勝クラス,2020106694,01015
202501010110,6,2,2,バレンタインガール,牝4,56.0,佐々木大,0:2:40.6,アタマ,3.9,2.0,476,[東] 古賀慎明,2600,小雨,芝,良,2025年07月26日,2勝クラス,2021102577,01197
202501010110,7,5,7,ハイラント,牡4,58.0,丹内祐次,0:2:41.2,3.1/2,11.9,6.0,446,[東] 伊藤大士,2600,小雨,芝,良,2025年07月26日,2勝クラス,2021103033,01091
202501010110,8,7,11,ミヤビブレイブ,牝5,56.0,北村友一,0:2:41.5,1.1/2,13.6,8.0,470,[東] 小島茂之,2600,小雨,芝,良,2025年07月26日,2勝クラス,2020104259,01102
202501010110,9,8,13,キャリーハピネス,牡5,58.0,斎藤新,0:2:41.7,1.1/4,43.8,9.0,500,[西] 河嶋宏樹,2600,小雨,芝,良,2025年07月26日,2勝クラス,2020105733,01178
202501010110,10,1,1,チョメチョメ,牡4,58.0,荻野琢真,0:2:42.7,6,153.5,12.0,476,[東] 松永康利,2600,小雨,芝,良,2025年07月26日,2勝クラス,2021106472,01112
202501010110,11,7,10,コルデアニル,牝5,56.0,原田和真,0:2:43.4,4,223.3,13.0,472,[東] 金成貴史,2600,小雨,芝,良,2025年07月26日,2勝クラス,2020103154,01143
202501010110,12,4,5,グレン,牡5,58.0,松本大輝,0:2:43.4,クビ,72.4,10.0,500,[西] 野中賢二,2600,小雨,芝,良,2025年07月26日,2勝クラス,2020110151,01191
202501010110,13,4,4,ラスハンメル,牡5,58.0,武豊,0:2:46.4,大,11.3,5.0,534,[西] 松永幹夫,2600,小雨,芝,良,2025年07月26日,2勝クラス,2020103554,00666
202501010111,1,3,3,カルプスペルシュ,牝3,53.0,横山武史,0:1:07.4,nan,2.0,1.0,460,[西] 石坂公一,1200,小雨,芝,良,2025年07月26日,3勝クラス,2022104960,01170
202501010111,2,1,1,ルーフ,牝5,52.0,北村友一,0:1:07.6,1,16.5,6.0,502,[西] 清水久詞,1200,小雨,芝,良,2025年07月26日,3勝クラス,2020104194,01102
202501010111,3,2,2,ポエットリー,牝4,54.0,鮫島克駿,0:1:07.9,2,18.0,7.0,476,[西] 平田修,1200,小雨,芝,良,2025年07月26日,3勝クラス,2021105202,01157
202501010111,4,5,6,ゴールドサーベル,牡4,55.0,藤岡佑介,0:1:08.0,1/2,28.8,9.0,468,[西] 大久保龍,1200,小雨,芝,良,2025年07月26日,3勝クラス,2021105039,01093
202501010111,5,7,10,エマヌエーレ,牡5,56.0,池添謙一,0:1:08.1,1/2,13.8,5.0,510,[西] 平田修,1200,小雨,芝,良,2025年07月26日,3勝クラス,2020103280,01032
202501010111,6,6,8,シュヴェルトライテ,牝6,54.0,松本大輝,0:1:08.1,アタマ,78.1,12.0,446,[東] 池上昌和,1200,小雨,芝,良,2025年07月26日,3勝クラス,2019105760,01191
202501010111,7,5,5,ナムラローズマリー,牝4,55.0,武豊,0:1:08.3,1.1/4,4.2,2.0,474,[西] 羽月友彦,1200,小雨,芝,良,2025年07月26日,3勝クラス,2021103092,00666
202501010111,8,8,11,ソノママソノママ,牝5,54.0,斎藤新,0:1:08.4,1/2,13.3,4.0,452,[西] 奥村豊,1200,小雨,芝,良,2025年07月26日,3勝クラス,2020101517,01178
202501010111,9,8,12,モズナナスター,牝3,53.0,吉田隼人,0:1:08.5,クビ,8.6,3.0,436,[西] 矢作芳人,1200,小雨,芝,良,2025年07月26日,3勝クラス,2022100490,01095
202501010111,10,6,7,トウカイファクター,セ6,55.0,丹内祐次,0:1:08.6,3/4,30.2,11.0,456,[東] 菊川正達,1200,小雨,芝,良,2025年07月26日,3勝クラス,2019103692,01091
202501010111,11,4,4,マキアージュ,牝6,51.0,小林美駒,0:1:08.7,クビ,24.3,8.0,470,[東] 菊川正達,1200,小雨,芝,良,2025年07月26日,3勝クラス,2019102747,01206
202501010111,12,7,9,ロードトレイル,牡4,55.0,佐々木大,0:1:08.7,ハナ,30.0,10.0,488,[西] 藤岡健一,1200,小雨,芝,良,2025年07月26日,3勝クラス,2021100157,01197
202501010112,1,6,10,ワイドブリザード,セ4,58.0,浜中俊,0:1:45.2,nan,2.0,1.0,438,[西] 佐藤悠太,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2021104416,01115
202501010112,2,3,4,ウインアルドーレ,牡4,58.0,松岡正海,0:1:45.7,3,36.1,9.0,496,[西] 西園翔太,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2021106192,01085
202501010112,3,8,14,マイノワール,牡4,58.0,武豊,0:1:45.7,ハナ,8.5,3.0,474,[西] 笹田和秀,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2021104411,00666
202501010112,4,2,2,ケイアイメキラ,セ5,58.0,黛弘人,0:1:46.2,3,108.1,13.0,492,[西] 秋山真一,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2020104215,01109
202501010112,5,4,6,アセレラシオン,牡4,58.0,鮫島克駿,0:1:46.2,アタマ,13.7,7.0,526,[西] 浜田多実,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2021106689,01157
202501010112,6,1,1,アイウィル,牡4,58.0,佐々木大,0:1:46.3,クビ,10.7,6.0,512,[東] 高木登,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2021103502,01197
202501010112,7,5,7,トゥルブレンシア,セ8,58.0,斎藤新,0:1:46.5,1.1/4,90.4,12.0,458,[西] 東田明士,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2017103184,01178
202501010112,8,5,8,バニシングポイント,セ7,58.0,古川吉洋,0:1:46.7,1.1/4,42.1,10.0,484,[東] 古賀慎明,1700,小雨,ダート,良,2025年07月26日,2勝クラス,2018110086,01015
